bib,position,gender,run_category,shoe_brand,confidence
14862,?,FEMININO,21K,Fila,2.09
14169,?,FEMININO,21K,Nike,0.99
16715,?,FEMININO,21K,Olympikus,2.41
8568,?,FEMININO,21K,Asics,11.15
17855,?,FEMININO,21K,Fila,6.45
8852,?,FEMININO,21K,Nike,5.71
14471,?,FEMININO,21K,Adidas,3.86
16645,?,FEMININO,21K,Asics,1.74
16172,?,FEMININO,21K,Olympikus,2.46
16561,?,FEMININO,21K,Olympikus,2.90
9130,?,FEMININO,21K,Olympikus,2.83
10411,?,FEMININO,21K,Nike,6.57
9694,?,FEMININO,21K,Adidas,4.00
9464,?,FEMININO,21K,Olympikus,4.86
10579,?,FEMININO,21K,Olympikus,2.94
13552,?,FEMININO,21K,Adidas,0.98
14946,?,FEMININO,21K,Asics,7.72
8584,?,FEMININO,21K,Asics,8.43
8682,?,FEMININO,21K,New Balance,2.40
9834,?,FEMININO,21K,Nike,0.95
8569,?,FEMININO,21K,Nike,4.99
13113,?,FEMININO,21K,Nike,1.68
8519,?,FEMININO,21K,Nike,6.28
16061,?,FEMININO,21K,Asics,1.66
9190,?,FEMININO,21K,Nike,2.18
15234,?,FEMININO,21K,Nike,1.50
13571,?,FEMININO,21K,Olympikus,2.99
15792,?,FEMININO,21K,Adidas,3.50
15447,?,FEMININO,21K,Olympikus,12.62
17876,?,FEMININO,21K,Olympikus,10.94
9564,?,FEMININO,21K,Adidas,2.00
11491,?,FEMININO,21K,Adidas,2.57
17190,?,FEMININO,21K,Olympikus,8.01
9879,?,FEMININO,21K,Olympikus,14.53
8740,?,FEMININO,21K,Olympikus,11.05
9915,?,FEMININO,21K,Asics,1.98
8768,?,FEMININO,21K,Nike,3.24
15885,?,FEMININO,21K,Olympikus,4.94
12580,?,FEMININO,21K,Asics,0.99
14580,?,FEMININO,21K,Nike,9.18
8285,?,FEMININO,21K,Olympikus,12.96
14763,?,FEMININO,21K,Fila,0.97
14026,?,FEMININO,21K,Fila,0.98
282261,?,FEMININO,21K,Olympikus,1.00
8443,?,FEMININO,21K,Fila,3.91
16767,?,FEMININO,21K,Adidas,6.12
11233,?,FEMININO,21K,Olympikus,5.71
12346,?,FEMININO,21K,Nike,10.86
15484,?,FEMININO,21K,Adidas,2.85
14123,?,FEMININO,21K,On Running,1.99
8283,?,FEMININO,21K,Olympikus,7.42
15577,?,FEMININO,21K,Adidas,6.83
14523,?,FEMININO,21K,Nike,13.84
16303,?,FEMININO,21K,Adidas,2.59
16209,?,FEMININO,21K,Nike,3.62
16117,?,FEMININO,21K,Nike,1.72
9217,?,FEMININO,21K,Olympikus,8.57
12332,?,FEMININO,21K,Adidas,4.01
8843,?,FEMININO,21K,Adidas,2.77
14328,?,FEMININO,21K,Nike,2.57
11745,?,FEMININO,21K,Asics,1.00
17644,?,FEMININO,21K,Nike,5.23
16385,?,FEMININO,21K,New Balance,2.32
17864,?,FEMININO,21K,Olympikus,7.35
15166,?,FEMININO,21K,Nike,2.46
10585,?,FEMININO,21K,Olympikus,7.74
13221,?,FEMININO,21K,Asics,2.00
12080,?,FEMININO,21K,Nike,0.99
9208,?,FEMININO,21K,Olympikus,5.56
9221,?,FEMININO,21K,Fila,6.87
17714,?,FEMININO,21K,Asics,3.41
13724,?,FEMININO,21K,New Balance,0.96
8553,?,FEMININO,21K,Asics,5.91
13725,?,FEMININO,21K,Nike,1.29
15559,?,FEMININO,21K,Nike,3.14
16977,?,FEMININO,21K,Fila,2.55
12391,?,FEMININO,21K,Olympikus,2.70
11042,?,FEMININO,21K,Olympikus,6.46
16380,?,FEMININO,21K,Adidas,5.30
10113,?,FEMININO,21K,Olympikus,5.96
12485,?,FEMININO,21K,Nike,1.40
13672,?,FEMININO,21K,Olympikus,9.70
11011,?,FEMININO,21K,Asics,2.95
15244,?,FEMININO,21K,Adidas,9.02
17162,?,FEMININO,21K,Nike,2.68
8556,?,FEMININO,21K,Asics,1.99
11026,?,FEMININO,21K,Olympikus,5.60
9189,?,FEMININO,21K,Asics,2.00
10578,?,FEMININO,21K,On Running,2.93
11937,?,FEMININO,21K,Asics,2.69
12217,?,FEMININO,21K,Adidas,8.62
14798,?,FEMININO,21K,Nike,4.58
11881,?,FEMININO,21K,Olympikus,4.25
16350,?,FEMININO,21K,Nike,9.33
11265,?,FEMININO,21K,Olympikus,3.71
11084,?,FEMININO,21K,Olympikus,7.54
17218,?,FEMININO,21K,Olympikus,2.27
8789,?,FEMININO,21K,Nike,2.99
15965,?,FEMININO,21K,Adidas,0.98
11766,?,FEMININO,21K,Olympikus,5.79
15460,?,FEMININO,21K,Olympikus,3.71
10132,?,FEMININO,21K,Nike,1.08
16342,?,FEMININO,21K,Asics,10.34
17415,?,FEMININO,21K,Nike,2.94
16643,?,FEMININO,21K,Adidas,1.99
8102,?,FEMININO,21K,Olympikus,6.23
12553,?,FEMININO,21K,Adidas,2.00
17069,?,FEMININO,21K,New Balance,4.15
9851,?,FEMININO,21K,Adidas,2.96
14756,?,FEMININO,21K,Adidas,1.00
8634,?,FEMININO,21K,Nike,3.81
16586,?,FEMININO,21K,Olympikus,4.66
15936,?,FEMININO,21K,Asics,1.48
14936,?,FEMININO,21K,Adidas,1.37
10786,?,FEMININO,21K,Asics,1.54
8687,?,FEMININO,21K,Olympikus,5.28
16850,?,FEMININO,21K,Asics,3.52
12100,?,FEMININO,21K,Adidas,0.96
12011,?,FEMININO,21K,Nike,4.01
10945,?,FEMININO,21K,Adidas,1.32
11868,?,FEMININO,21K,Olympikus,0.99
14165,?,FEMININO,21K,Adidas,2.94
14186,?,FEMININO,21K,Nike,1.75
8887,?,FEMININO,21K,Nike,3.57
14393,?,FEMININO,21K,Olympikus,14.41
9667,?,FEMININO,21K,Nike,8.22
16612,?,FEMININO,21K,Olympikus,3.49
15317,?,FEMININO,21K,Adidas,2.68
8207,?,FEMININO,21K,Nike,1.91
15611,?,FEMININO,21K,Nike,3.78
17764,?,FEMININO,21K,Nike,11.94
13257,?,FEMININO,21K,Nike,11.39
8198,?,FEMININO,21K,Adidas,1.34
12184,?,FEMININO,21K,Adidas,0.98
11544,?,FEMININO,21K,Nike,7.66
10097,?,FEMININO,21K,Asics,2.66
10210,?,FEMININO,21K,Asics,1.99
8909,?,FEMININO,21K,Adidas,5.04
10258,?,FEMININO,21K,Olympikus,2.99
12345,?,FEMININO,21K,Nike,1.96
13910,?,FEMININO,21K,Adidas,0.97
17600,?,FEMININO,21K,Nike,2.36
10702,?,FEMININO,21K,Olympikus,1.96
8882,?,FEMININO,21K,Nike,10.87
8872,?,FEMININO,21K,Nike,5.81
8870,?,FEMININO,21K,Nike,14.68
13528,?,FEMININO,21K,Adidas,6.12
10312,?,FEMININO,21K,Nike,1.72
17021,?,FEMININO,21K,Olympikus,1.98
8943,?,FEMININO,21K,Nike,0.97
11940,?,FEMININO,21K,Olympikus,23.25
8893,?,FEMININO,21K,Olympikus,1.00
9371,?,FEMININO,21K,Nike,0.96
15525,?,FEMININO,21K,Olympikus,1.00
16405,?,FEMININO,21K,Asics,2.81
17023,?,FEMININO,21K,Olympikus,1.69
12363,?,FEMININO,21K,Nike,0.95
8766,?,FEMININO,21K,Olympikus,1.15
9520,?,FEMININO,21K,Asics,1.21
9527,?,FEMININO,21K,Nike,1.81
9541,?,FEMININO,21K,Olympikus,1.87
10611,?,FEMININO,21K,Adidas,0.99
10961,?,FEMININO,21K,Olympikus,1.97
14262,?,FEMININO,21K,Nike,0.98
15428,?,FEMININO,21K,Adidas,1.99
15993,?,FEMININO,21K,Adidas,1.99
16001,?,FEMININO,21K,Adidas,2.15
17126,?,FEMININO,21K,New Balance,22.28
89,15,FEMININO,42K,Olympikus,1.95
3727,16,FEMININO,42K,Olympikus,1.48
167,18,FEMININO,42K,Adidas,4.96
5750,20,FEMININO,42K,Asics,1.68
1845,23,FEMININO,42K,Nike,1.99
1173,25,FEMININO,42K,Olympikus,1.00
4614,26,FEMININO,42K,Adidas,1.36
944,27,FEMININO,42K,Nike,0.99
3035,28,FEMININO,42K,Adidas,1.99
6904,30,FEMININO,42K,Adidas,4.95
929,34,FEMININO,42K,Nike,3.88
585,35,FEMININO,42K,Nike,2.88
7187,37,FEMININO,42K,Olympikus,1.99
1902,38,FEMININO,42K,Adidas,1.00
6272,42,FEMININO,42K,Nike,1.77
418,43,FEMININO,42K,Nike,1.99
3110,51,FEMININO,42K,Olympikus,2.79
1621,56,FEMININO,42K,Olympikus,1.90
107,58,FEMININO,42K,Olympikus,2.93
4570,73,FEMININO,42K,Nike,0.98
4893,79,FEMININO,42K,Nike,1.25
3614,84,FEMININO,42K,Adidas,3.63
934,89,FEMININO,42K,Olympikus,7.86
2800,92,FEMININO,42K,Nike,2.81
2026,93,FEMININO,42K,Adidas,0.99
3673,95,FEMININO,42K,Adidas,4.04
5537,96,FEMININO,42K,Nike,3.16
703,97,FEMININO,42K,Adidas,1.99
4300,101,FEMININO,42K,Asics,1.00
4661,102,FEMININO,42K,Nike,1.98
5002,104,FEMININO,42K,Nike,1.95
4192,108,FEMININO,42K,Adidas,3.97
407,109,FEMININO,42K,Olympikus,0.98
3231,124,FEMININO,42K,Adidas,1.00
4229,125,FEMININO,42K,Nike,1.84
5476,129,FEMININO,42K,Nike,2.13
2783,134,FEMININO,42K,Adidas,1.00
1984,135,FEMININO,42K,Adidas,1.00
2084,144,FEMININO,42K,Olympikus,1.95
2617,155,FEMININO,42K,Adidas,2.00
6138,157,FEMININO,42K,Asics,3.12
1295,160,FEMININO,42K,Adidas,1.58
543,161,FEMININO,42K,Olympikus,1.96
4048,163,FEMININO,42K,Hoka,1.50
160,165,FEMININO,42K,Olympikus,1.92
4385,167,FEMININO,42K,Nike,3.59
6015,168,FEMININO,42K,Adidas,1.00
2291,172,FEMININO,42K,Nike,0.96
4667,177,FEMININO,42K,Nike,0.97
453,183,FEMININO,42K,Adidas,2.00
6877,187,FEMININO,42K,Adidas,1.00
6895,193,FEMININO,42K,Nike,1.91
912,196,FEMININO,42K,Olympikus,13.33
1238,200,FEMININO,42K,Olympikus,1.97
2963,204,FEMININO,42K,Adidas,0.98
2997,205,FEMININO,42K,Asics,1.91
2782,213,FEMININO,42K,Olympikus,0.99
3273,214,FEMININO,42K,Nike,0.98
4052,215,FEMININO,42K,Adidas,4.63
113,216,FEMININO,42K,Adidas,1.87
280592,219,FEMININO,42K,Adidas,1.98
5987,222,FEMININO,42K,Nike,1.84
3028,223,FEMININO,42K,Adidas,1.54
3542,226,FEMININO,42K,Adidas,3.78
3075,227,FEMININO,42K,Adidas,0.97
4771,232,FEMININO,42K,Adidas,2.00
2548,234,FEMININO,42K,Olympikus,1.94
5324,235,FEMININO,42K,Asics,1.77
5090,237,FEMININO,42K,Olympikus,1.99
1151,238,FEMININO,42K,Adidas,0.99
3670,240,FEMININO,42K,Nike,1.60
4901,242,FEMININO,42K,Adidas,2.00
6318,245,FEMININO,42K,Adidas,2.00
3086,248,FEMININO,42K,Nike,1.52
4741,254,FEMININO,42K,Adidas,0.99
2146,255,FEMININO,42K,Nike,1.99
4702,259,FEMININO,42K,Adidas,3.00
1966,260,FEMININO,42K,Adidas,1.00
7196,264,FEMININO,42K,On Running,1.99
4707,266,FEMININO,42K,Nike,2.34
1630,270,FEMININO,42K,Nike,4.27
1921,280,FEMININO,42K,Nike,4.01
3452,281,FEMININO,42K,Nike,4.72
1174,283,FEMININO,42K,Adidas,2.83
1081,287,FEMININO,42K,Nike,2.93
6527,290,FEMININO,42K,Adidas,1.00
6105,295,FEMININO,42K,Nike,2.43
7119,298,FEMININO,42K,Adidas,1.93
2674,299,FEMININO,42K,Nike,1.74
214,304,FEMININO,42K,Nike,1.90
1687,308,FEMININO,42K,New Balance,2.25
5771,309,FEMININO,42K,Adidas,0.98
489,311,FEMININO,42K,Asics,0.99
6435,314,FEMININO,42K,Olympikus,0.99
7310,316,FEMININO,42K,Olympikus,3.69
639,319,FEMININO,42K,Olympikus,1.00
1264,320,FEMININO,42K,Adidas,2.69
4601,323,FEMININO,42K,Nike,2.23
6523,325,FEMININO,42K,Nike,3.72
2698,328,FEMININO,42K,Nike,2.36
5433,329,FEMININO,42K,Mizuno,1.69
3671,330,FEMININO,42K,Adidas,0.97
885,333,FEMININO,42K,Nike,4.86
1371,334,FEMININO,42K,Adidas,2.95
933,336,FEMININO,42K,Adidas,1.96
6738,338,FEMININO,42K,Adidas,2.99
5920,341,FEMININO,42K,Olympikus,1.67
1296,344,FEMININO,42K,New Balance,0.97
2524,347,FEMININO,42K,Asics,0.98
3347,350,FEMININO,42K,Olympikus,0.98
1219,352,FEMININO,42K,Nike,1.96
5849,354,FEMININO,42K,Olympikus,3.90
6898,355,FEMININO,42K,Nike,3.89
5312,357,FEMININO,42K,Adidas,2.00
3245,360,FEMININO,42K,Nike,1.52
3301,361,FEMININO,42K,Fila,2.72
7215,362,FEMININO,42K,Adidas,0.97
2659,366,FEMININO,42K,Nike,3.39
129,369,FEMININO,42K,Adidas,2.77
5259,370,FEMININO,42K,Adidas,1.00
1377,374,FEMININO,42K,Adidas,3.26
1857,375,FEMININO,42K,Adidas,2.80
3088,376,FEMININO,42K,Adidas,0.99
4870,380,FEMININO,42K,Adidas,2.98
840,382,FEMININO,42K,Asics,1.00
5213,385,FEMININO,42K,Adidas,3.83
6616,392,FEMININO,42K,Adidas,0.98
2662,394,FEMININO,42K,Nike,1.66
1627,400,FEMININO,42K,Adidas,2.73
4904,402,FEMININO,42K,Adidas,1.60
6828,403,FEMININO,42K,Nike,3.94
2108,418,FEMININO,42K,Fila,1.41
2445,423,FEMININO,42K,Adidas,0.99
439,434,FEMININO,42K,Olympikus,0.99
2746,437,FEMININO,42K,Nike,2.28
4152,438,FEMININO,42K,Adidas,2.95
3761,441,FEMININO,42K,Nike,1.83
2587,445,FEMININO,42K,Adidas,2.00
7149,446,FEMININO,42K,Olympikus,2.96
1482,447,FEMININO,42K,Olympikus,13.62
5426,448,FEMININO,42K,Asics,1.99
6037,451,FEMININO,42K,Adidas,1.93
5594,452,FEMININO,42K,Nike,1.88
3056,457,FEMININO,42K,Fila,2.59
2275,461,FEMININO,42K,Adidas,1.00
4363,469,FEMININO,42K,Olympikus,2.78
1977,471,FEMININO,42K,Nike,6.62
6517,473,FEMININO,42K,Adidas,2.00
263,475,FEMININO,42K,Adidas,1.00
165,476,FEMININO,42K,Olympikus,2.99
220,479,FEMININO,42K,Olympikus,1.36
1380,480,FEMININO,42K,Asics,3.57
766,481,FEMININO,42K,Adidas,2.99
5878,485,FEMININO,42K,Nike,1.97
4266,488,FEMININO,42K,Adidas,5.82
1849,489,FEMININO,42K,On Running,1.40
6754,493,FEMININO,42K,Olympikus,1.92
6029,495,FEMININO,42K,Nike,1.93
5041,501,FEMININO,42K,Nike,2.72
1170,502,FEMININO,42K,Adidas,1.96
4997,504,FEMININO,42K,Nike,2.95
1427,505,FEMININO,42K,Nike,2.86
1697,511,FEMININO,42K,On Running,1.00
5078,512,FEMININO,42K,Adidas,1.84
6981,513,FEMININO,42K,Asics,0.96
3442,518,FEMININO,42K,Asics,1.00
653,519,FEMININO,42K,Nike,1.95
6481,520,FEMININO,42K,Nike,1.00
7040,523,FEMININO,42K,Nike,0.96
1059,527,FEMININO,42K,Olympikus,1.22
664,531,FEMININO,42K,Nike,1.99
5095,533,FEMININO,42K,Nike,1.00
4617,536,FEMININO,42K,Nike,1.98
487,543,FEMININO,42K,Nike,0.98
280122,546,FEMININO,42K,Nike,1.18
3134,547,FEMININO,42K,Adidas,1.47
114,553,FEMININO,42K,Olympikus,3.08
973,555,FEMININO,42K,Olympikus,2.87
6090,562,FEMININO,42K,Adidas,0.97
1013,564,FEMININO,42K,Olympikus,0.99
6883,568,FEMININO,42K,Asics,1.91
2855,575,FEMININO,42K,Adidas,0.99
5820,583,FEMININO,42K,Adidas,1.99
1062,584,FEMININO,42K,Adidas,0.99
110,585,FEMININO,42K,Olympikus,2.44
660,592,FEMININO,42K,Nike,0.97
2429,594,FEMININO,42K,Nike,1.68
6032,598,FEMININO,42K,Adidas,2.55
4793,602,FEMININO,42K,Adidas,2.00
1989,605,FEMININO,42K,Adidas,1.91
4892,608,FEMININO,42K,Adidas,3.86
5549,612,FEMININO,42K,New Balance,1.84
6410,615,FEMININO,42K,Olympikus,1.69
852,618,FEMININO,42K,Asics,2.99
722,620,FEMININO,42K,Nike,1.00
1136,621,FEMININO,42K,Olympikus,1.00
7055,624,FEMININO,42K,Nike,1.99
6853,636,FEMININO,42K,Nike,0.96
1719,638,FEMININO,42K,Adidas,1.00
6837,639,FEMININO,42K,Olympikus,1.94
6621,643,FEMININO,42K,Adidas,1.80
3874,647,FEMININO,42K,Asics,1.97
3202,649,FEMININO,42K,Asics,0.99
1622,650,FEMININO,42K,Adidas,4.54
657,652,FEMININO,42K,Adidas,1.99
3063,653,FEMININO,42K,Olympikus,3.59
3926,654,FEMININO,42K,Olympikus,1.87
961,660,FEMININO,42K,Adidas,1.99
1631,665,FEMININO,42K,Nike,4.65
5050,670,FEMININO,42K,Nike,1.88
5054,673,FEMININO,42K,New Balance,0.97
1326,678,FEMININO,42K,Adidas,2.17
5766,680,FEMININO,42K,Olympikus,1.83
707,681,FEMININO,42K,Mizuno,2.98
499,682,FEMININO,42K,Adidas,4.99
6074,686,FEMININO,42K,Adidas,1.60
3340,687,FEMININO,42K,New Balance,1.92
5998,694,FEMININO,42K,New Balance,0.99
7120,703,FEMININO,42K,Nike,2.71
6724,707,FEMININO,42K,Adidas,4.98
452,710,FEMININO,42K,Nike,0.97
652,713,FEMININO,42K,Nike,3.88
2583,715,FEMININO,42K,Adidas,3.15
3930,721,FEMININO,42K,Adidas,5.90
4382,723,FEMININO,42K,Adidas,3.99
2447,725,FEMININO,42K,Olympikus,0.99
147,726,FEMININO,42K,Asics,1.00
7154,728,FEMININO,42K,Nike,0.99
6480,729,FEMININO,42K,Adidas,1.30
6706,730,FEMININO,42K,Olympikus,1.59
6999,731,FEMININO,42K,Nike,2.99
1632,734,FEMININO,42K,Olympikus,1.40
2497,736,FEMININO,42K,On Running,0.99
7121,739,FEMININO,42K,Olympikus,1.40
6887,740,FEMININO,42K,Adidas,2.26
5592,744,FEMININO,42K,Adidas,2.83
5444,746,FEMININO,42K,Mizuno,1.00
127,747,FEMININO,42K,Adidas,4.51
5727,749,FEMININO,42K,New Balance,4.51
138,756,FEMININO,42K,Adidas,2.92
409,757,FEMININO,42K,Nike,3.96
237,758,FEMININO,42K,Nike,2.84
1093,760,FEMININO,42K,Nike,2.88
753,763,FEMININO,42K,Nike,3.59
4028,768,FEMININO,42K,Adidas,1.87
2423,773,FEMININO,42K,Adidas,2.83
4805,776,FEMININO,42K,Adidas,0.97
3007,779,FEMININO,42K,Adidas,0.95
3826,781,FEMININO,42K,Nike,1.44
827,783,FEMININO,42K,Olympikus,5.42
3913,784,FEMININO,42K,Adidas,2.51
134,788,FEMININO,42K,Asics,2.00
3055,789,FEMININO,42K,Olympikus,1.00
7228,792,FEMININO,42K,Adidas,2.00
1961,797,FEMININO,42K,Olympikus,1.59
2242,800,FEMININO,42K,Adidas,2.18
1641,801,FEMININO,42K,Adidas,1.85
1634,802,FEMININO,42K,Nike,1.77
3391,803,FEMININO,42K,Asics,1.00
553,804,FEMININO,42K,Nike,1.72
1712,806,FEMININO,42K,Adidas,2.65
4227,808,FEMININO,42K,Adidas,1.99
6020,809,FEMININO,42K,New Balance,0.98
6235,811,FEMININO,42K,Nike,1.85
960,815,FEMININO,42K,Nike,0.97
1824,822,FEMININO,42K,Olympikus,1.71
872,825,FEMININO,42K,Adidas,1.00
6620,832,FEMININO,42K,Adidas,1.61
155,833,FEMININO,42K,Adidas,1.99
6862,836,FEMININO,42K,Asics,1.60
3591,838,FEMININO,42K,Olympikus,1.00
3838,844,FEMININO,42K,Adidas,1.99
3603,846,FEMININO,42K,Adidas,1.39
3492,862,FEMININO,42K,Adidas,2.95
4728,864,FEMININO,42K,Nike,1.89
2653,866,FEMININO,42K,Adidas,1.64
6664,869,FEMININO,42K,Olympikus,1.66
6404,870,FEMININO,42K,Adidas,2.00
3872,871,FEMININO,42K,Adidas,1.71
6401,873,FEMININO,42K,Asics,1.24
1116,875,FEMININO,42K,New Balance,1.17
5604,880,FEMININO,42K,Nike,1.78
4936,882,FEMININO,42K,Asics,1.00
1960,884,FEMININO,42K,Nike,3.24
283562,887,FEMININO,42K,Adidas,2.45
3281,889,FEMININO,42K,On Running,1.73
1498,890,FEMININO,42K,Nike,1.55
3595,893,FEMININO,42K,Nike,5.11
132,895,FEMININO,42K,Adidas,3.06
6399,898,FEMININO,42K,Asics,2.01
3166,900,FEMININO,42K,Olympikus,2.93
5208,907,FEMININO,42K,Adidas,2.47
1200,918,FEMININO,42K,Asics,2.48
4747,919,FEMININO,42K,Adidas,0.98
2481,921,FEMININO,42K,Adidas,1.31
5079,922,FEMININO,42K,Adidas,1.00
6357,924,FEMININO,42K,Adidas,1.62
283972,925,FEMININO,42K,Adidas,1.88
3203,926,FEMININO,42K,Adidas,2.74
5515,927,FEMININO,42K,Adidas,0.97
550,929,FEMININO,42K,Olympikus,1.99
2578,933,FEMININO,42K,Olympikus,1.88
5051,936,FEMININO,42K,Nike,0.98
4585,939,FEMININO,42K,Nike,1.77
189,940,FEMININO,42K,Nike,1.72
917,941,FEMININO,42K,Olympikus,2.90
4252,942,FEMININO,42K,Asics,0.99
3639,943,FEMININO,42K,Nike,1.00
6433,951,FEMININO,42K,Nike,1.54
4536,952,FEMININO,42K,Asics,2.30
1484,956,FEMININO,42K,Nike,2.94
172,957,FEMININO,42K,Nike,2.51
1791,963,FEMININO,42K,Olympikus,1.73
3070,966,FEMININO,42K,Adidas,1.87
5089,967,FEMININO,42K,Nike,3.59
1017,971,FEMININO,42K,Olympikus,0.99
2582,973,FEMININO,42K,Asics,3.45
2749,975,FEMININO,42K,Nike,1.60
6025,976,FEMININO,42K,Asics,1.00
5031,980,FEMININO,42K,Olympikus,1.50
3855,983,FEMININO,42K,Olympikus,5.50
6215,986,FEMININO,42K,Adidas,1.96
282,993,FEMININO,42K,Nike,1.28
6567,994,FEMININO,42K,Olympikus,1.56
1120,995,FEMININO,42K,Nike,6.46
584,996,FEMININO,42K,Asics,1.51
1504,998,FEMININO,42K,Mizuno,1.00
1642,1001,FEMININO,42K,Puma,2.03
6993,1011,FEMININO,42K,Olympikus,1.66
3604,1016,FEMININO,42K,Adidas,1.00
4365,1023,FEMININO,42K,Nike,0.96
6211,1026,FEMININO,42K,Asics,2.83
6603,1028,FEMININO,42K,Asics,2.56
811,1030,FEMININO,42K,Adidas,1.22
1197,1031,FEMININO,42K,Asics,2.21
632,1034,FEMININO,42K,Olympikus,1.76
4334,1036,FEMININO,42K,Adidas,1.82
6966,1037,FEMININO,42K,Adidas,1.90
2851,1045,FEMININO,42K,Nike,1.86
1919,1046,FEMININO,42K,Adidas,4.10
5770,1048,FEMININO,42K,Adidas,2.99
2368,1049,FEMININO,42K,Adidas,2.98
3407,1052,FEMININO,42K,Nike,0.99
858,1054,FEMININO,42K,Adidas,1.91
5744,1057,FEMININO,42K,Adidas,0.96
6415,1060,FEMININO,42K,Asics,1.84
4912,1061,FEMININO,42K,Fila,1.77
2651,1062,FEMININO,42K,Olympikus,2.60
1328,1063,FEMININO,42K,Olympikus,0.98
1236,1064,FEMININO,42K,Fila,0.96
429,1068,FEMININO,42K,Olympikus,1.66
3715,1071,FEMININO,42K,Adidas,3.70
4781,1072,FEMININO,42K,Adidas,1.12
2827,1075,FEMININO,42K,Adidas,4.99
4979,1077,FEMININO,42K,Nike,6.76
382,1079,FEMININO,42K,Nike,1.99
6920,1081,FEMININO,42K,Olympikus,1.97
809,1089,FEMININO,42K,Adidas,1.62
291,1093,FEMININO,42K,Nike,4.92
6602,1095,FEMININO,42K,Nike,1.93
184,1097,FEMININO,42K,Olympikus,1.83
1678,1099,FEMININO,42K,Nike,6.46
292,1101,FEMININO,42K,Olympikus,1.00
3980,1104,FEMININO,42K,Olympikus,1.86
5305,1105,FEMININO,42K,Adidas,3.27
7302,1106,FEMININO,42K,Adidas,1.51
3800,1108,FEMININO,42K,Adidas,1.79
370,1109,FEMININO,42K,Adidas,1.56
1776,1111,FEMININO,42K,Nike,2.01
5049,1118,FEMININO,42K,Asics,1.44
250,1123,FEMININO,42K,Nike,1.27
4040,1126,FEMININO,42K,Nike,0.95
6874,1127,FEMININO,42K,Nike,0.97
4774,1128,FEMININO,42K,Fila,1.66
5194,1139,FEMININO,42K,Adidas,1.82
1852,1143,FEMININO,42K,Adidas,1.07
1483,1146,FEMININO,42K,Adidas,0.95
271,1152,FEMININO,42K,Adidas,0.99
551,1155,FEMININO,42K,Adidas,6.12
106,1161,FEMININO,42K,Adidas,0.95
818,1165,FEMININO,42K,Fila,0.99
1217,1168,FEMININO,42K,Adidas,1.47
5860,1170,FEMININO,42K,Adidas,1.94
1644,1173,FEMININO,42K,Adidas,1.00
354,1174,FEMININO,42K,Asics,1.28
3417,1175,FEMININO,42K,Nike,0.98
5767,1176,FEMININO,42K,Olympikus,2.95
6344,1179,FEMININO,42K,Asics,0.96
7226,1182,FEMININO,42K,Adidas,2.32
1037,1184,FEMININO,42K,Olympikus,3.76
1688,1186,FEMININO,42K,Adidas,5.98
483,1191,FEMININO,42K,Adidas,1.52
6031,1193,FEMININO,42K,Adidas,2.94
3887,1202,FEMININO,42K,Adidas,0.98
4819,1206,FEMININO,42K,Adidas,1.32
1417,1211,FEMININO,42K,Adidas,1.32
2277,1213,FEMININO,42K,Asics,3.06
1435,1214,FEMININO,42K,Asics,1.85
5133,1218,FEMININO,42K,Olympikus,2.41
3574,1219,FEMININO,42K,Adidas,1.50
5831,1230,FEMININO,42K,Asics,2.54
2243,1245,FEMININO,42K,Nike,1.39
281042,1246,FEMININO,42K,Adidas,0.99
1680,1254,FEMININO,42K,Nike,1.77
1574,1261,FEMININO,42K,Olympikus,1.99
373,1262,FEMININO,42K,Mizuno,1.88
6056,1266,FEMININO,42K,Adidas,1.89
3649,1269,FEMININO,42K,Asics,0.99
738,1278,FEMININO,42K,Adidas,0.98
2290,1285,FEMININO,42K,Nike,3.22
1189,1288,FEMININO,42K,Olympikus,1.98
2263,1291,FEMININO,42K,Nike,1.83
2262,1292,FEMININO,42K,Adidas,3.46
1703,1297,FEMININO,42K,Asics,1.14
1633,1300,FEMININO,42K,Nike,1.93
1746,1301,FEMININO,42K,Nike,1.93
590,1305,FEMININO,42K,Olympikus,1.83
524,1306,FEMININO,42K,Nike,0.98
523,1308,FEMININO,42K,Adidas,1.00
4921,1310,FEMININO,42K,Nike,1.75
4355,1312,FEMININO,42K,Olympikus,2.74
5555,1313,FEMININO,42K,Adidas,2.99
151,1322,FEMININO,42K,Olympikus,10.68
5905,1323,FEMININO,42K,Nike,3.61
1701,1324,FEMININO,42K,Nike,1.00
6873,1333,FEMININO,42K,Adidas,1.53
1026,1342,FEMININO,42K,Olympikus,3.90
5347,1344,FEMININO,42K,Nike,1.87
4501,1345,FEMININO,42K,Adidas,3.09
2399,1348,FEMININO,42K,Olympikus,1.00
1097,1351,FEMININO,42K,Fila,0.98
1046,1353,FEMININO,42K,Adidas,1.72
1119,1356,FEMININO,42K,Adidas,0.97
589,1361,FEMININO,42K,Asics,1.53
1035,1362,FEMININO,42K,Nike,1.00
1438,1372,FEMININO,42K,Adidas,1.94
1032,1392,FEMININO,42K,Olympikus,3.97
1717,1399,FEMININO,42K,Asics,1.64
1505,1403,FEMININO,42K,Nike,1.38
1172,1404,FEMININO,42K,Adidas,0.98
1768,1412,FEMININO,42K,Fila,1.47
318,1421,FEMININO,42K,Adidas,1.00
4341,1443,FEMININO,42K,Nike,1.29
